property_name,property_type,baths,baths_1qtr,baths_3qtr,baths_full,baths_half,beds,garage,lot_sqft,name,sold_date,sold_price,sqft,stories,sub_type,type,year_built,is_foreclosure,is_price_reduced,is_new_listing,is_new_construction,price_reduced_amount,property_id,list_price,listing_id,list_date,street_address,city,state,country,county_name,postal_code,latitude,longitude
Spearhead Realty Group Llc,Office,1.0,,,1.0,,3.0,1.0,6490.0,,2024-01-12,130000.0,937.0,1.0,,single_family,1968.0,,False,False,,2000.0,7482900037,132000.0,2961331347,2023-11-03T15:28:25.000000Z,5301 Foster Dr,Oklahoma City,OK,,Oklahoma,73135,35.412044,-97.457772
Principal Development Llc,Office,2.0,,,2.0,,3.0,2.0,,,2024-01-12,280000.0,1295.0,1.0,,single_family,2023.0,,,False,,,9003331398,280000.0,2961519747,2023-11-10T12:25:44.000000Z,1204 SW 162nd St,Oklahoma City,OK,,Oklahoma,73170,,
Heather & Company Realty Group,Office,2.0,,,2.0,,4.0,2.0,8002.0,,2024-01-12,255000.0,1987.0,1.0,,single_family,1991.0,,False,False,,7500.0,7324213430,262500.0,2958144611,2023-07-28T18:26:49.000000Z,18325 English Oak Ln,Edmond,OK,,Oklahoma,73012,35.658195,-97.539548
Homeworx South,Office,3.0,,,3.0,,4.0,2.0,9840.0,,2024-01-16,309900.0,2276.0,1.0,,single_family,1963.0,,False,False,,14000.0,7877679688,309900.0,2961539602,2023-11-10T21:27:18.000000Z,4624 NW 33rd Ter,Oklahoma City,OK,,Oklahoma,73122,35.504352,-97.60548
Keller Williams Yukon,Office,3.0,,,2.0,1.0,3.0,3.0,10951.0,,2024-01-16,340000.0,2754.0,1.0,,single_family,1993.0,,False,False,,30000.0,8991935037,339900.0,2961421252,2023-11-07T16:27:13.000000Z,11733 Hackney Ln,Yukon,OK,,Canadian,73099,35.585748,-97.734768
RE/MAX FIRST,Office,1.0,,,1.0,,3.0,,45738.0,,2024-01-16,223000.0,1763.0,1.0,,single_family,1960.0,,,False,,,7366299978,225000.0,2961626303,2023-11-14T14:25:57.000000Z,3125 Norcrest Dr,Oklahoma City,OK,,Oklahoma,73121,35.516445,-97.456528
Buckelew Realty Group,Office,3.0,,,2.0,1.0,2.0,2.0,,,2024-01-12,162500.0,1518.0,2.0,condo,condos,1981.0,,False,False,,5100.0,7815561734,169900.0,2960543408,2023-10-13T21:48:09.000000Z,9009 N May Ave Apt 178,Oklahoma City,OK,,Oklahoma,73120,35.56255,-97.567764
KELLER WILLAMS REALTY EDMOND,Office,4.0,,,3.0,1.0,4.0,2.0,40511.0,,2024-01-12,510000.0,2985.0,1.0,,single_family,1992.0,,,False,,,8237977490,500000.0,2962519598,2023-12-13T17:26:49.000000Z,3401 Rogers Dr,Edmond,OK,,Oklahoma,73013,35.603696,-97.455055
Chinowth & Cohen,Office,3.0,,,3.0,,4.0,3.0,10799.0,,2024-01-12,362000.0,2535.0,1.0,,single_family,1995.0,,,False,,,8169927433,375000.0,2961523085,2023-11-10T14:25:58.000000Z,1516 NW 144th St,Edmond,OK,,Oklahoma,73013,35.617449,-97.539696
Metro First Realty Group,Office,2.0,,,2.0,,4.0,2.0,7200.0,,2024-01-12,210000.0,2156.0,2.0,,single_family,1965.0,,False,False,,5000.0,7596581461,225000.0,2960656207,2023-10-18T17:27:02.000000Z,7709 S Hillcrest Dr,Oklahoma City,OK,,Oklahoma,73159,35.389028,-97.556508
KELLER WILLAMS REALTY EDMOND,Office,2.0,,,2.0,,3.0,2.0,8377.0,,2024-01-12,230000.0,1645.0,1.0,,single_family,1979.0,,,False,,,7121048958,229000.0,2961896671,2023-11-21T19:42:49.000000Z,10408 White Oak Canyon Rd,Oklahoma City,OK,,Oklahoma,73162,35.575439,-97.637408
Central Ok Real Estate Group,Office,4.0,,,3.0,1.0,4.0,3.0,21850.0,,2024-01-12,442015.0,2555.0,2.0,,single_family,2023.0,,,False,,,7654834883,449990.0,2961062943,2023-11-01T13:28:56.000000Z,10117 NW 98th St,Yukon,OK,,Canadian,73099,35.570221,-97.698815
Chinowth & Cohen,Office,2.0,,,2.0,,3.0,2.0,10285.0,,2024-01-12,153000.0,1464.0,1.0,,single_family,1962.0,,False,False,,2500.0,8255842397,162500.0,2960446044,2023-10-11T17:27:19.000000Z,604 Skylark Dr,Oklahoma City,OK,,Oklahoma,73127,35.473807,-97.650051
Stetson Bentley LLC,Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-12,185000.0,1101.0,1.0,,single_family,2008.0,,,False,,,7753824018,180000.0,2962502749,2023-12-13T00:25:51.000000Z,11921 NW 135th St,Piedmont,OK,,Canadian,73078,35.607619,-97.741536
Hyperion Realty LLC,Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-12,188000.0,1269.0,1.0,,single_family,1968.0,,False,False,,3000.0,8310899358,179990.0,2962089895,2023-11-30T21:27:08.000000Z,1212 SW 92nd St,Oklahoma City,OK,,Cleveland,73139,35.374794,-97.537055
RE/MAX FIRST,Office,4.0,,,3.0,1.0,4.0,3.0,14375.0,,2024-01-12,632500.0,3825.0,2.0,,single_family,2014.0,,False,False,,18000.0,7170311202,650000.0,2961297781,2023-11-02T17:27:52.000000Z,13609 Portofino Strada,Oklahoma City,OK,,Cleveland,73170,35.332277,-97.557462
Porch & Gable Real Estate,Office,2.0,,,2.0,,2.0,1.0,5001.0,,2024-01-12,165000.0,952.0,1.0,,single_family,2005.0,,False,False,,6000.0,8754645631,157000.0,2960688469,2023-10-19T14:26:22.000000Z,404 Eagle Creek Way,Oklahoma City,OK,,Oklahoma,73117,35.46952,-97.424327
Sage Sotheby's International Realty,Office,2.0,,,2.0,,3.0,3.0,8398.0,,2024-01-12,320000.0,2008.0,1.0,,single_family,2017.0,,,False,,,8726859512,325000.0,2962226639,2023-12-05T02:25:33.000000Z,11220 SW 41st Ter,Mustang,OK,,Canadian,73064,35.424135,-97.72216
Real Estate Connections,Office,3.0,,,3.0,,3.0,4.0,305264.0,,2024-01-12,810000.0,3001.0,2.0,,single_family,2013.0,,False,False,,4000.0,7241852365,839900.0,2959966784,2023-09-25T16:30:21.000000Z,7824 E Memorial Rd,Edmond,OK,,Oklahoma,73013,35.607825,-97.391432
"The Real Estate Lab, LLC",Office,2.0,,,2.0,,3.0,2.0,6970.0,,2024-01-12,220000.0,1318.0,1.0,,single_family,1984.0,,True,False,,5000.0,8125196929,220000.0,2962074638,2023-11-30T14:25:47.000000Z,13320 Turtle Creek Dr,Oklahoma City,OK,,Cleveland,73170,35.335219,-97.522168
Metro Mark Realtors,Office,5.0,,,4.0,1.0,4.0,4.0,28288.0,,2024-01-12,1299000.0,4398.0,1.0,,single_family,2008.0,,,False,,,8351316336,1299000.0,2962771499,2023-12-28T15:26:03.000000Z,15842 Farm Cove Rd,Edmond,OK,,Oklahoma,73013,35.632105,-97.534539
Keller Williams Realty Mulinix,Office,2.0,,,1.0,1.0,4.0,2.0,8159.0,,2024-01-12,327500.0,2018.0,2.0,,single_family,1928.0,,,False,,,8054613308,335000.0,2962190591,2023-12-02T20:25:41.000000Z,710 NE 17th St,Oklahoma City,OK,,Oklahoma,73105,35.487128,-97.500264
Adams Family Real Estate Llc,Office,3.0,,,2.0,1.0,3.0,2.0,9727.0,,2024-01-12,238000.0,1921.0,2.0,,single_family,1976.0,,False,False,,1900.0,8556489499,238000.0,2958837032,2023-08-18T15:27:27.000000Z,7704 Wegner Way,Oklahoma City,OK,,Oklahoma,73162,35.570237,-97.650445
Brix Realty,Office,1.0,,,1.0,,3.0,1.0,7841.0,,2024-01-12,106000.0,858.0,1.0,,single_family,1956.0,,,False,,,7507880814,112000.0,2961357371,2023-11-04T05:27:03.000000Z,1101 Hickory Ln,Midwest City,OK,,Oklahoma,73110,35.472742,-97.381228
Keller Williams Realty Elite,Office,3.0,,,2.0,1.0,3.0,3.0,10019.0,,2024-01-12,434500.0,2147.0,1.0,,single_family,2023.0,,,False,,,9883552096,428000.0,2957278412,2023-06-30T18:54:27.000000Z,6620 NW 148th St,Oklahoma City,OK,,Oklahoma,73142,35.621181,-97.6325
Trinity Properties,Office,2.0,,,2.0,,3.0,2.0,3598.0,,2024-01-12,209000.0,1392.0,1.0,,single_family,2001.0,,,False,,,7637181039,209000.0,2961988436,2023-11-27T21:26:40.000000Z,12913 Meadows Dr,Oklahoma City,OK,,Oklahoma,73120,35.601282,-97.55955
Chamberlain Realty Llc,Office,1.0,,,1.0,,2.0,1.0,6203.0,,2024-01-12,177500.0,919.0,1.0,,single_family,1950.0,,,False,,,7847213817,174900.0,2962223409,2023-12-04T23:26:06.000000Z,1809 Churchill Way,Oklahoma City,OK,,Oklahoma,73120,35.562637,-97.554115
Chinowth & Cohen,Office,0.0,,,,,,,273992.0,,2024-01-12,102000.0,,,,land,,,,False,,,7480938180,110000.0,2960391412,2023-10-09T22:26:57.000000Z,6700 N Post Rd,Spencer,OK,,Oklahoma,73084,35.540562,-97.351857
Real Estate Connections Gk Llc,Office,2.0,,,2.0,,3.0,3.0,7841.0,,2024-01-12,298800.0,1946.0,1.0,,single_family,2011.0,,,False,,,7198847099,297800.0,2962103311,2023-12-01T09:25:31.000000Z,8905 NW 71st St,Oklahoma City,OK,,Oklahoma,73132,35.544445,-97.670139
McGraw REALTORS® - Edmond,Office,2.0,,,2.0,,3.0,3.0,10890.0,,2024-01-12,272500.0,2167.0,1.0,,single_family,2003.0,,,False,,,8331821356,280000.0,2960810041,2023-10-23T22:27:22.000000Z,109 SW 69th Ct,Oklahoma City,OK,,Oklahoma,73139,35.397222,-97.514931
Chinowth & Cohen,Office,2.0,,,2.0,,4.0,2.0,8202.0,,2024-01-12,410000.0,2165.0,1.0,,single_family,2016.0,,,False,,,8091909269,415000.0,2962326858,2023-12-08T12:25:59.000000Z,10348 Veneto Cir,Oklahoma City,OK,,Oklahoma,73120,35.575167,-97.554298
Legacy Real Estate Group,Office,3.0,,,2.0,1.0,3.0,2.0,8185.0,,2024-01-12,200000.0,1629.0,1.0,,single_family,1968.0,,False,False,,5000.0,7208444594,200000.0,2952822313,2023-02-28T01:51:25.000000Z,537 SW 53rd St,Oklahoma City,OK,,Oklahoma,73109,35.411865,-97.523049
KELLER WILLAMS REALTY EDMOND,Office,0.0,,,,,,,43560.0,,2024-01-12,147500.0,,,,land,,,,False,,,9031371252,160000.0,2962409797,2023-12-12T17:26:25.000000Z,12317 Thelmas Way,Edmond,OK,,Oklahoma,73013,35.595714,-97.411402
RE/MAX at Home,Office,2.0,,,2.0,,3.0,2.0,6094.0,,2024-01-12,267500.0,1729.0,1.0,,single_family,2016.0,,False,False,,16000.0,7384935331,273900.0,2960921010,2023-10-27T07:26:43.000000Z,7237 NW 145th St,Edmond,OK,,Oklahoma,73142,35.618828,-97.641897
Metro First Realty at Lake Hefner,Office,1.0,,,1.0,,2.0,1.0,7614.0,,2024-01-12,163000.0,924.0,1.0,,single_family,1952.0,,,False,,,8502336490,175000.0,2961861666,2023-11-20T19:42:15.000000Z,2725 NW 64th St,Oklahoma City,OK,,Oklahoma,73116,35.537718,-97.562356
Keller Williams-Green Meadow,Office,1.0,,,1.0,,2.0,1.0,8350.0,,2024-01-12,172500.0,916.0,1.0,,single_family,1948.0,,,False,,,7481082933,175000.0,2961481445,2023-11-09T08:25:44.000000Z,2716 NW 38th St,Oklahoma City,OK,,Oklahoma,73112,35.509804,-97.562554
Whittington Realty LLC,Office,3.0,,,2.0,1.0,4.0,3.0,9239.0,,2024-01-12,380000.0,2075.0,1.0,,single_family,2023.0,,,False,,,9298648462,379900.0,2961470726,2023-11-08T23:26:12.000000Z,11712 NW 105th St,Yukon,OK,,Canadian,73099,35.576468,-97.730453
Modern Abode Realty,Office,2.0,,,2.0,,3.0,3.0,10350.0,,2024-01-12,339000.0,2427.0,1.0,,single_family,2002.0,,,False,,,8631876055,345000.0,2959818201,2023-09-20T03:25:55.000000Z,16700 Parkhurst Rd,Edmond,OK,,Oklahoma,73012,35.640428,-97.532474
Brick and Beam Realty,Office,1.0,,,1.0,,3.0,2.0,8777.0,,2024-01-12,147000.0,1016.0,1.0,,single_family,1961.0,,,False,,,7675316174,140000.0,2962775171,2023-12-28T18:25:58.000000Z,1212 NW 101st St,Oklahoma City,OK,,Oklahoma,73114,35.573039,-97.533068
RE/MAX FIRST,Office,4.0,,,3.0,1.0,3.0,2.0,6050.0,,2024-01-12,360000.0,3535.0,2.0,,single_family,1977.0,,,False,,,8314573523,349000.0,2962191912,2023-12-02T22:25:38.000000Z,6112 Shaftsbury Rd,Oklahoma City,OK,,Oklahoma,73132,35.559714,-97.625702
Flotilla,Office,2.0,,,2.0,,3.0,,218236.0,,2024-01-12,165000.0,1216.0,1.0,,single_family,1997.0,,,False,,,8159480710,165000.0,2957785438,2023-07-18T01:25:42.000000Z,6626 Pettijohn,Yukon,OK,,Canadian,73099,35.400775,-97.807197
Spearhead Realty Group Llc,Office,1.0,,,1.0,,3.0,1.0,6490.0,,2024-01-12,130000.0,937.0,1.0,,single_family,1968.0,,False,False,,2000.0,7482900037,132000.0,2961331347,2023-11-03T15:28:25.000000Z,5301 Foster Dr,Oklahoma City,OK,,Oklahoma,73135,35.412044,-97.457772
Principal Development Llc,Office,2.0,,,2.0,,3.0,2.0,,,2024-01-12,280000.0,1295.0,1.0,,single_family,2023.0,,,False,,,9003331398,280000.0,2961519747,2023-11-10T12:25:44.000000Z,1204 SW 162nd St,Oklahoma City,OK,,Oklahoma,73170,,
Keller Williams Realty Elite,Office,4.0,,,3.0,1.0,3.0,2.0,46609.0,,2024-01-12,1222000.0,4145.0,1.0,,single_family,2009.0,,,False,,,8821677615,1195000.0,2962310644,2023-12-07T19:44:09.000000Z,2200 NE 131st St,Edmond,OK,,Oklahoma,73013,35.602443,-97.474152
Dillard Cies Real Estate,Office,1.0,,,1.0,,3.0,,6970.0,,2024-01-12,95000.0,929.0,1.0,,single_family,1960.0,,,False,,,7470908627,106000.0,2962515306,2023-12-13T15:25:48.000000Z,1034 SE 41st St,Oklahoma City,OK,,Oklahoma,73129,35.423268,-97.493213
"Premiere Property Group, Llc",Office,2.0,,,2.0,,3.0,,11761.0,,2024-01-12,276000.0,1648.0,,,single_family,1976.0,,,False,,,2922461935,275000.0,2962115774,2023-12-01T17:54:53.000000Z,1715 Alta View Dr S,Salem,OR,,Marion,97302,44.924482,-123.052742
Knipe Realty Era Powered,Office,2.0,,,2.0,,4.0,,4356.0,,2024-01-12,355000.0,1640.0,1.0,,single_family,1947.0,,False,False,,10000.0,1856122884,349900.0,2960112429,2023-09-29T17:30:45.000000Z,345 Jerris Ave SE,Salem,OR,,Marion,97302,44.920728,-123.043933
WINDERMERE PACIFIC WEST PROP,Office,2.0,,,1.0,1.0,3.0,2.0,7841.0,,2024-01-12,371000.0,1472.0,,,single_family,1960.0,,False,False,,6900.0,2103617381,410000.0,2961308426,2023-11-02T21:06:09.000000Z,4786 Pullman Ave S,Salem,OR,,Marion,97302,44.88805,-123.053294
"eXp Realty, Inc. Oregon",Office,2.0,,,2.0,,3.0,,7405.0,,2024-01-11,185000.0,1650.0,1.0,,mobile,1978.0,,,False,,,1667866715,199000.0,2962291703,2023-12-07T03:49:46.000000Z,4748 Deepwood Loop NE,Salem,OR,,Marion,97305,44.953805,-122.966582
"Coldwell Banker Mountain West Real Estate, Inc.",Office,4.0,,,4.0,,8.0,11.0,13939.0,,2024-01-11,760000.0,3572.0,,,multi_family,1976.0,,,False,,,9097826047,748000.0,2962216048,2023-12-04T19:46:43.000000Z,1512 7th St NW,Salem,OR,,Polk,97304,44.943699,-123.065681
Re/Max Integrity,Office,1.0,,,1.0,,3.0,1.0,4791.0,,2024-01-11,359900.0,1719.0,2.0,,single_family,1940.0,,False,False,,19100.0,1855795715,359900.0,2958806994,2023-08-17T18:41:35.000000Z,1395 Pearl St NE,Salem,OR,,Marion,97301,44.951119,-123.017077
"Four Rivers Realty Group, LLC",Office,3.0,,,2.0,1.0,4.0,1.0,19602.0,,2024-01-11,494000.0,1935.0,2.0,,single_family,1910.0,,,False,,,1029005290,494900.0,2962102022,2023-12-01T07:49:58.000000Z,2475 Lansing Ave NE,Salem,OR,,Marion,97301,44.95829,-122.998033
HOMESMART REALTY GROUP - DALLAS,Office,3.0,,,3.0,,4.0,3.0,6970.0,,2024-01-11,645000.0,2334.0,,,single_family,2019.0,,False,False,,25001.0,9190071133,649999.0,2960468036,2023-10-12T00:49:24.000000Z,1579 Bartlett Hill Dr NW,Salem,OR,,Polk,97304,44.956634,-123.091258
"Coldwell Banker Mountain West Real Estate, Inc.",Office,4.0,,,4.0,,4.0,11.0,7841.0,,2024-01-11,422500.0,2160.0,,,multi_family,1979.0,,False,False,,37100.0,1448589872,449900.0,2961301617,2023-11-02T18:54:19.000000Z,187 Stoneway Dr NW,Salem,OR,,Polk,97304,44.934147,-123.07748
"Coldwell Banker Mountain West Real Estate, Inc.",Office,2.0,,,2.0,,3.0,2.0,8712.0,,2024-01-11,420000.0,1255.0,,,single_family,1979.0,,,False,,,2532946932,415000.0,2961992314,2023-11-27T23:27:54.000000Z,2017 Fieldcrest Ct S,Salem,OR,,Marion,97306,44.879415,-123.07222
Keller Williams Capital City,Office,2.0,,,2.0,,4.0,2.0,6098.0,,2024-01-10,495000.0,1884.0,,,single_family,2016.0,,False,False,,15000.0,2211701085,499900.0,2957235027,2023-06-29T19:08:02.000000Z,2482 Equestrian Loop S,Salem,OR,,Marion,97302,44.90953,-123.078812
"eXp Realty, LLC",Office,1.0,,,1.0,,3.0,2.0,6534.0,,2024-01-10,370000.0,1040.0,,,single_family,1977.0,,,False,,,2573105096,391500.0,2959498750,2023-09-08T17:29:05.000000Z,4557 Garden Ct SE,Salem,OR,,Marion,97317,44.913132,-122.96899
Keller Williams Portland Central,Office,2.0,,,2.0,,3.0,1.0,6534.0,,2024-01-09,333900.0,1289.0,,,single_family,1980.0,,,False,,,1517088712,324900.0,2962143471,2023-12-01T23:40:22.000000Z,4177 Bramble Ct NE,Salem,OR,,Marion,97305,44.979611,-122.970361
Paramount Real Estate Services,Office,6.0,,,6.0,,11.0,,27007.0,,2024-01-08,1244104.0,4937.0,,,multi_family,,,,False,,,9693026419,1244104.0,2963023878,2024-01-08T19:24:27.000000Z,211 and 215 Boone Rd SE,Salem,OR,,Marion,97302,,
Realty One Group Willamette Valley,Office,3.0,,,2.0,1.0,4.0,2.0,10019.0,,2024-01-08,515000.0,2197.0,,,single_family,1997.0,,,False,,,2995689512,509900.0,2962053488,2023-11-29T19:22:43.000000Z,2679 Fort Rock Ct SE,Salem,OR,,Marion,97306,44.879966,-123.006262
RE MAX Equity Group,Office,2.0,,,2.0,,3.0,2.0,4791.0,,2024-01-08,347000.0,1276.0,1.0,,single_family,2004.0,,False,False,,1000.0,1553861974,348997.0,2959811539,2023-09-19T22:00:12.000000Z,1035 Shores St NE,Salem,OR,,Marion,97301,44.943638,-122.975438
Homesmart Realty Group,Office,3.0,,,2.0,1.0,4.0,2.0,5227.0,,2024-01-08,449000.0,1992.0,2.0,,single_family,2002.0,,False,False,,10100.0,2038565567,449900.0,2960522330,2023-10-13T14:40:16.000000Z,4705 Bayne St NE,Salem,OR,,Marion,97305,44.991445,-122.95753
"Coldwell Banker Mountain West Real Estate, Inc.",Office,2.0,,,2.0,,3.0,,3049.0,,2024-01-05,335000.0,2198.0,,,single_family,1925.0,,False,False,,34000.0,1994044138,335000.0,2961301612,2023-11-02T18:54:19.000000Z,915 Winter St NE,Salem,OR,,Marion,97301,44.947353,-123.028114
DOMINION COAST AND VALLEY REAL ESTATE LLC,Office,2.0,,,2.0,,4.0,2.0,14375.0,,2024-01-05,429000.0,1793.0,,,single_family,1952.0,,False,False,,100000.0,1573669785,429000.0,2960224394,2023-10-04T01:19:54.000000Z,7417 Sunnyside Rd SE,Salem,OR,,Marion,97306,44.847675,-123.027266
Redfin,Office,2.0,,,2.0,,3.0,2.0,4792.0,,2024-01-05,366000.0,1208.0,,,single_family,2001.0,,,False,,,1568791095,366000.0,2960857752,2023-10-25T15:40:45.000000Z,553 Page Ct NE,Salem,OR,,Marion,97301,44.937175,-122.974327
"Coldwell Banker Mountain West Real Estate, Inc.",Office,1.0,,,1.0,,2.0,1.0,2614.0,,2024-01-05,330000.0,1792.0,,,single_family,1948.0,,False,False,,21000.0,1994155936,329000.0,2961301876,2023-11-02T18:59:45.000000Z,745 D St NE,Salem,OR,,Marion,97301,44.947408,-123.02833
Homesmart Realty Group,Office,1.0,,,1.0,,2.0,1.0,3920.0,,2024-01-05,312000.0,901.0,,,single_family,1951.0,,,False,,,1848129660,312000.0,2962090086,2023-11-30T21:31:25.000000Z,1038 7th St NW,Salem,OR,,Polk,97304,44.946579,-123.057686
WINDERMERE WILLAMETTE VALLEY / SALEM,Office,3.0,,,2.0,1.0,3.0,3.0,6098.0,,2024-01-04,430000.0,2296.0,,,single_family,1979.0,,,False,,,2200527785,450000.0,2961397437,2023-11-06T19:19:47.000000Z,1994 Banyan Ct NW,Salem,OR,,Polk,97304,44.981452,-123.075539
JOHN L. SCOTT REAL ESTATE - SALEM,Office,0.0,,,,,,,4356.0,,2024-01-04,99275.0,,,,land,,,,False,,,9797790787,99275.0,2962191323,2023-12-02T21:29:33.000000Z,2100 Hazel Ave NE,Salem,OR,,Marion,97301,44.959267,-123.024055
Berkshire Hathaway Homeservices Real Estate Professionals,Office,3.0,,,2.0,1.0,7.0,,8276.0,,2024-01-04,575000.0,2160.0,1.0,,single_family,1969.0,,,False,,,1387377338,549900.0,2962022993,2023-11-29T00:30:03.000000Z,1390 Clay St NE,Salem,OR,,Marion,97301,44.946636,-122.981553
Windermere Heritage,Office,2.0,,,2.0,,3.0,2.0,17424.0,,2024-01-04,498500.0,2256.0,1.0,,single_family,1981.0,,False,False,,10000.0,1355447303,515000.0,2957282717,2023-06-30T20:11:52.000000Z,2262 37th Pl NW,Salem,OR,,Polk,97304,44.966721,-123.105932
Non Rmls Broker,Office,2.0,,,2.0,,3.0,2.0,69696.0,,2024-01-03,465000.0,2376.0,2.0,,single_family,1964.0,,,False,,,1900256183,465000.0,2962915551,2024-01-04T12:58:52.000000Z,8135 72nd Ave NE,Salem,OR,,Marion,97305,45.036891,-122.913339
Berkshire Hathaway Homeservices Real Estate Professionals - Salem,Office,2.0,,,2.0,,2.0,,,,2024-01-03,105000.0,1188.0,,,mobile,1998.0,,False,False,,10000.0,2913254098,115000.0,2958859523,2023-08-18T23:42:51.000000Z,4940 Sunnyside Rd SE Unit D5,Salem,OR,,Marion,97302,44.884266,-123.034653
"eXp Realty, Inc. Oregon",Office,1.0,,,1.0,,2.0,1.0,4791.0,,2024-01-03,350500.0,1634.0,1.0,,single_family,1923.0,,False,False,,10000.0,2676756204,355000.0,2961097924,2023-11-01T22:41:26.000000Z,160 S Wilson St,Salem,OR,,Marion,97302,44.928021,-123.045088
Norris & Stevens Investment Real Estate Services,Office,6.0,,,6.0,,6.0,,,,2024-01-03,820000.0,,2.0,,multi_family,1962.0,,False,False,,25000.0,2450280767,850000.0,2958247534,2023-08-01T17:10:02.000000Z,1207 D St NE,Salem,OR,,Marion,97301,44.945941,-123.022176
Keller Williams Realty Portland Premiere,Office,2.0,,,1.0,1.0,3.0,2.0,9148.0,,2024-01-03,375000.0,1464.0,,,single_family,1958.0,,,False,,,1663867887,390000.0,2962347471,2023-12-08T21:52:20.000000Z,330 Marietta St SE,Salem,OR,,Marion,97302,44.890231,-123.050702
Re/Max Equity Group,Office,2.0,,,2.0,,3.0,2.0,10019.0,,2024-01-03,410500.0,1311.0,,,single_family,1991.0,,,False,,,1251345276,399000.0,2961528181,2023-11-10T16:55:13.000000Z,4869 Northstar Ct NE,Salem,OR,,Marion,97305,44.976616,-122.963077
Homesmart Realty Group - Corvallis,Office,0.0,,,,,,,11761.0,,2024-01-03,120000.0,,,,land,,,,False,,,2944061661,120000.0,2961460062,2023-11-08T18:45:51.000000Z,2700 Block Front St NE,Salem,OR,,Marion,97301,44.966904,-123.034397
"Professional Realty Services International, Inc",Office,2.0,,,2.0,,3.0,2.0,13068.0,,2024-01-02,490000.0,1999.0,1.0,,single_family,1980.0,,False,False,,15000.0,2609577082,509900.0,2959502178,2023-09-08T18:39:38.000000Z,1240 Panorama Ct SE,Salem,OR,,Marion,97302,44.897048,-123.029686
Homesmart Realty Group,Office,3.0,,,2.0,1.0,3.0,2.0,5227.0,,2024-01-02,487000.0,2300.0,2.0,,single_family,2007.0,,False,False,,15005.0,2739664263,499995.0,2956579702,2023-06-09T19:01:21.000000Z,5352 Kali St SE,Salem,OR,,Marion,97306,44.877973,-123.018171
Knipe Realty Era Powered,Office,2.0,,,1.0,1.0,3.0,2.0,6970.0,,2024-01-02,395000.0,1360.0,,,single_family,1956.0,,,False,,,1036745234,395000.0,2961715177,2023-11-15T21:26:01.000000Z,1288 Spears Ave SE,Salem,OR,,Marion,97302,44.900715,-123.02868
Professional Realty Services International,Office,2.0,,,2.0,,3.0,1.0,6098.0,,2023-12-29,374000.0,1424.0,,,single_family,1930.0,,,False,,,1871886378,389900.0,2961021353,2023-10-30T21:33:59.000000Z,810 Electric Ave SE,Salem,OR,,Marion,97302,44.919964,-123.037763
HomeStar Brokers,Office,3.0,,,3.0,,4.0,3.0,7840.0,,2023-12-29,750000.0,,2.0,,single_family,2001.0,,False,False,,25000.0,2351324101,750000.0,2959469639,2023-09-07T23:01:03.000000Z,2054 Southampton Ct SE,Salem,OR,,Marion,97302,44.88449,-123.017613
TRILLIANT PROPERTY MANAGEMENT,Office,3.0,,,3.0,,3.0,2.0,13068.0,,2023-12-29,529900.0,1891.0,,,single_family,1941.0,,,False,,,2818366785,529900.0,2960549880,2023-10-14T02:07:47.000000Z,715 Boone Rd SE,Salem,OR,,Marion,97306,44.883267,-123.041464
JOHN L. SCOTT REAL ESTATE - SALEM,Office,2.0,,,2.0,,4.0,2.0,11761.0,,2023-12-29,425000.0,2055.0,1.0,,single_family,1961.0,,,False,,,2773495442,425000.0,2961434403,2023-11-07T22:09:40.000000Z,5205 NE Center St,Salem,OR,,Marion,97317,44.939777,-122.953863
WINDERMERE PACIFIC WEST PROP,Office,2.0,,,2.0,,3.0,2.0,7405.0,,2023-12-29,369900.0,1352.0,,,single_family,1977.0,,False,False,,30000.0,2396308526,369900.0,2960876228,2023-10-25T23:47:22.000000Z,2446 Wilark Dr NW,Salem,OR,,Polk,97304,44.969557,-123.07421
WINDERMERE PACIFIC WEST PROP,Office,1.0,,,1.0,,3.0,1.0,9148.0,,2023-12-29,214400.0,1120.0,,,single_family,1948.0,,,False,,,1617781288,199900.0,2961448150,2023-11-08T13:27:50.000000Z,2020 Fisher Rd NE,Salem,OR,,Marion,97305,44.954364,-122.98842
Knipe Realty Era Powered,Office,2.0,,,2.0,,4.0,,4356.0,,2024-01-12,355000.0,1640.0,1.0,,single_family,1947.0,,False,False,,10000.0,1856122884,349900.0,2960112429,2023-09-29T17:30:45.000000Z,345 Jerris Ave SE,Salem,OR,,Marion,97302,44.920728,-123.043933
WINDERMERE PACIFIC WEST PROP,Office,2.0,,,1.0,1.0,3.0,2.0,7841.0,,2024-01-12,371000.0,1472.0,,,single_family,1960.0,,False,False,,6900.0,2103617381,410000.0,2961308426,2023-11-02T21:06:09.000000Z,4786 Pullman Ave S,Salem,OR,,Marion,97302,44.88805,-123.053294
"eXp Realty, Inc. Oregon",Office,2.0,,,2.0,,3.0,,7405.0,,2024-01-11,185000.0,1650.0,1.0,,mobile,1978.0,,,False,,,1667866715,199000.0,2962291703,2023-12-07T03:49:46.000000Z,4748 Deepwood Loop NE,Salem,OR,,Marion,97305,44.953805,-122.966582
